,Age,EdLevel,YearsExp,YearsProExp,PreviousSalary,NumSkills,Employed
891,0,4,12,6,64860,7,0
892,1,4,30,24,129718,12,1
893,1,4,15,12,23735,10,1
894,0,3,6,4,62268,13,1
895,1,3,13,13,135000,10,1
896,0,3,10,2,23735,10,0
897,0,3,9,9,37992,15,1
898,0,3,5,2,18848,17,1
899,0,3,9,4,10486,11,0
900,0,3,5,4,11520,10,0
901,0,1,8,6,81074,13,0
902,1,4,16,11,99450,14,1
903,1,4,20,8,72000,14,1
904,1,4,7,6,72900,4,0
905,0,3,9,5,63528,9,0
906,0,3,16,10,56723,5,0
907,0,3,14,4,15564,10,0
908,0,2,11,5,55776,18,1
909,1,1,18,13,97288,21,1
910,0,4,12,7,42036,6,0
911,0,3,13,6,29302,26,1
912,0,3,10,9,5136,14,1
913,0,3,18,9,70000,11,0
914,0,3,18,10,103408,21,1
915,0,3,13,4,140000,6,0
916,1,1,20,10,50673,12,1
917,0,1,2,0,60132,11,1
918,1,3,17,9,82155,6,0
919,0,3,5,1,27612,10,0
920,0,4,5,5,96945,13,1
921,0,3,18,10,121010,11,0
922,0,4,8,8,77556,12,1
923,0,1,9,2,24200,22,1
924,1,4,5,4,26436,11,0
925,0,4,8,4,42000,18,1
926,0,3,8,4,27923,5,0
927,0,4,4,1,45401,14,0
928,0,3,22,11,65291,14,1
929,0,3,4,4,5268,8,1
930,0,3,14,10,11544,13,1
931,0,2,16,10,72744,12,0
933,0,4,15,4,45401,23,1
934,0,4,12,0,42960,6,0
935,0,3,5,0,8016,17,1
936,0,4,18,5,37834,12,0
937,0,3,1,1,61500,11,1
938,0,1,5,2,1716,19,1
939,0,4,18,11,64630,7,1
940,0,3,11,5,56723,7,1
941,0,3,13,4,25644,16,0
942,0,1,15,13,155111,20,1
943,0,3,16,11,86478,9,0
944,1,3,26,15,6852,9,0
945,1,5,5,3,75669,5,0
946,1,3,23,22,149000,8,1
947,1,3,30,5,150000,9,1
948,1,4,7,6,63252,15,1
950,1,5,8,2,83000,6,0
951,0,3,10,5,84924,15,1
952,0,3,8,6,56211,8,0
953,0,1,7,4,7200,20,0
954,0,3,11,2,82308,16,1
955,0,4,10,7,118685,13,1
956,0,1,7,4,108100,27,1
957,0,2,3,0,8288,5,0
958,1,3,14,9,39201,18,1
959,0,3,21,10,62828,8,0
960,0,3,10,10,31128,15,1
961,0,3,8,6,28536,10,0
962,0,5,10,6,125000,4,0
963,1,3,28,16,130000,17,0
964,1,4,25,15,164604,7,0
965,0,3,2,0,1140,11,1
966,1,3,22,20,64630,11,1
967,1,4,30,15,81433,5,0
968,1,4,28,15,43404,13,1
969,0,3,10,4,165000,18,1
970,0,1,10,4,17868,14,1
971,1,4,20,12,62697,8,0
973,0,3,4,1,12000,7,0
974,1,1,9,7,58373,19,0
975,0,1,6,3,31908,16,1
976,0,1,8,4,65000,9,1
977,0,4,8,2,54049,9,0
978,0,4,9,7,75669,4,0
979,1,4,14,11,23856,11,1
980,1,4,26,13,77831,17,1
981,0,1,12,5,150000,18,0
982,0,3,6,2,36753,5,0
983,0,3,15,7,75240,14,0
984,0,3,8,2,13092,5,0
985,0,4,6,2,170000,13,1
986,0,3,9,4,112068,14,1
987,0,4,16,13,38532,15,1
988,1,4,30,25,1,16,1
989,1,3,10,2,39347,14,1
991,0,3,15,11,41880,16,0
992,0,3,11,6,16754,12,0
993,0,3,7,5,27072,16,0
994,1,4,6,5,35000,9,0
995,0,3,6,2,11544,3,0
996,0,4,9,5,35280,12,1
997,1,4,20,15,95126,25,1
998,1,5,25,15,81074,12,0
999,0,3,25,9,41520,10,0
1000,0,4,9,3,48644,17,1
1001,0,3,7,5,19728,8,0
1002,0,4,17,8,90000,10,0
1003,1,3,17,13,129718,14,1
1004,0,2,10,7,56832,19,1
1005,1,4,18,9,94045,12,1
1006,1,1,20,13,92964,11,0
1007,0,5,14,10,45401,16,1
1008,0,3,6,4,91350,15,0
1009,0,4,15,3,14676,9,0
1010,0,4,7,3,25656,9,0
1011,0,3,4,5,10052,16,1
1012,0,4,15,12,52116,3,0
1013,0,1,11,8,27923,10,1
1014,0,3,6,0,56211,4,0
1015,0,4,15,7,184092,16,0
1016,0,4,13,9,39900,19,1
1017,0,1,11,8,42000,21,1
1018,1,4,16,12,76750,7,0
1019,0,3,8,5,39553,10,1
1020,0,4,9,3,130000,26,1
1021,0,4,15,5,38778,7,0
1022,1,4,30,7,54049,25,1
1023,0,2,13,13,80000,14,1
1024,0,3,6,6,89000,8,1
1026,1,3,30,24,177000,9,1
1027,0,4,4,2,54049,17,0
1028,0,2,5,2,18156,4,0
1029,0,4,12,6,54049,7,0
1031,1,1,34,21,60505,13,1
1032,0,3,5,1,6981,21,1
1033,1,3,30,20,100000,2,0
1034,1,1,14,8,60505,15,1
1035,1,3,3,2,55000,8,0
1036,1,1,22,18,86478,19,1
1037,0,3,9,6,68102,15,0
1038,0,4,9,0,41508,18,1
1039,0,3,8,5,93540,10,0
1040,0,4,14,8,52380,17,1
1041,1,3,13,13,156000,7,0
1042,0,4,15,7,4750,11,0
1043,1,1,27,23,72636,10,0
1044,0,3,18,9,77556,11,1
1045,0,4,3,1,51429,2,0
1046,1,3,4,3,90000,3,0
1047,0,4,8,6,43239,30,1
1048,0,3,16,12,135000,19,1
1049,0,4,11,8,5388,7,0
1050,1,3,16,13,52942,12,0
1051,0,3,3,2,36000,8,0
1052,0,5,9,4,116333,7,0
1053,0,5,25,8,130000,29,1
1054,1,3,35,20,194620,15,1
1055,0,3,5,2,7788,10,0
1056,1,5,25,22,51900,8,0
1057,0,3,7,0,10020,16,0
1058,1,3,20,15,45401,13,1
1059,0,3,9,7,97504,3,0
1060,0,1,12,5,63778,10,0
1061,0,2,12,9,43200,15,1
1062,0,4,10,5,142185,13,0
1063,0,2,10,6,64630,13,0
1064,1,4,30,15,152473,15,1
1065,0,2,19,12,49725,6,0
1066,0,3,6,4,6283,10,1
1067,1,3,30,7,60141,4,0
1068,0,4,18,5,54049,12,0
1069,0,3,6,5,16488,8,0
1070,0,1,10,4,25824,23,0
1071,0,3,25,7,70264,11,1
1072,0,3,10,5,7776,18,1
1073,1,3,35,16,43239,7,0
1074,0,3,13,6,58236,16,1
1075,0,4,8,0,49308,12,0
1076,0,3,8,2,101568,5,0
1077,1,1,35,23,162147,7,0
1078,0,4,10,7,69285,4,0
1079,0,4,10,4,25944,6,0
1080,1,4,38,25,129000,20,1
1081,0,3,9,6,75000,6,1
1082,0,3,6,2,7500,15,1
1084,0,3,12,5,28576,23,1
1085,1,4,34,20,57072,7,0
1086,0,3,1,0,38778,11,1
1087,0,5,20,7,161574,6,0
1088,1,4,35,16,54050,3,0
1089,0,4,16,9,5988,14,1
1090,0,3,9,6,43948,9,1
1091,0,3,14,9,105000,10,0
1092,1,4,31,20,130000,8,0
1093,0,1,6,6,39564,7,0
1094,0,3,10,2,21516,9,0
1096,0,3,4,2,6696,6,0
1097,0,3,10,8,54000,5,0
1098,0,3,17,11,74497,7,1
1099,0,3,9,7,60752,21,1
1100,1,3,20,16,27923,12,1
1101,0,3,11,9,61616,19,1
1102,0,3,5,0,3490,14,1
1103,0,5,14,7,76831,17,0
1104,0,3,6,3,13224,18,0
1105,0,1,5,3,43239,21,1
1106,0,3,15,9,122580,3,0
1107,0,3,13,5,58236,7,1
1108,0,3,7,3,12564,11,1
1109,0,3,6,2,23304,19,1
1110,0,3,15,7,127967,7,0
1111,0,3,10,7,69800,16,0
1112,1,3,27,16,69581,10,0
1113,1,1,13,11,135000,7,1
1114,1,3,32,17,125382,7,0
1115,0,3,7,3,67452,18,1
1116,0,2,5,0,41508,12,0
1117,1,3,35,25,162147,10,0
1118,1,1,24,20,165000,21,1
1119,0,4,11,3,25944,2,0
1120,1,4,20,20,77900,24,1
1121,0,1,10,8,16754,29,1
1122,0,3,5,4,77556,9,0
1123,0,4,16,9,130000,9,1
1124,0,3,8,4,8040,6,0
1125,1,3,26,20,70000,6,0
1126,0,3,6,2,65000,19,1
1127,1,4,11,8,5868,10,1
1128,0,5,14,7,28105,8,0
1129,0,4,7,1,19452,29,1
1130,1,3,24,16,121010,10,0
1131,0,3,15,8,41232,10,0
1132,1,1,23,20,64859,14,1
1133,0,3,8,7,77831,13,1
1134,1,4,27,15,77832,13,1
1135,0,1,5,0,48,12,0
1136,0,4,16,5,49119,6,0
1137,0,3,6,5,11169,11,0
1138,0,3,7,0,73000,13,1
1139,1,4,27,15,30144,6,0
1140,1,4,20,16,58167,11,0
1141,0,4,12,2,45379,3,0
1142,1,4,16,9,86000,3,0
1143,1,3,20,17,93067,18,1
1144,1,3,25,15,165000,17,1
1145,1,4,24,13,53000,6,0
1146,0,1,7,6,24540,3,0
1147,0,1,15,10,15053,7,0
1148,1,3,15,14,83770,7,0
1149,0,3,7,4,27492,7,0
1150,1,4,26,19,60300,14,1
1151,1,1,25,21,108100,10,0
1152,0,1,5,4,27492,13,1
1153,0,3,10,7,100000,12,1
1154,0,3,5,2,8460,7,0
1155,0,3,14,4,109781,9,1
1156,0,4,3,2,25944,3,0
1157,0,3,13,3,30792,11,0
1160,1,3,15,10,140000,16,1
1162,0,1,7,5,13973,18,1
1163,0,3,12,8,38129,4,0
1164,0,3,2,1,60000,25,1
1166,0,1,7,4,75000,15,1
1167,0,3,5,3,6696,22,0
1168,1,5,20,14,83194,4,0
1169,0,1,6,3,2328,8,1
1170,1,4,35,25,77544,10,1
1171,1,1,28,23,110000,6,0
1172,0,3,18,12,180000,17,1
1173,0,4,9,2,12566,12,0
1174,0,4,7,5,9888,17,1
1175,0,3,11,6,56723,8,0
1176,0,3,13,5,24000,12,0
1177,1,3,20,10,129250,7,0
1178,0,4,16,9,64859,16,1
1179,0,4,5,4,7788,13,0
1180,0,1,4,1,6450,5,0
1181,0,3,4,0,56400,9,1
1182,1,3,25,20,62994,20,1
1183,0,4,9,0,51887,5,0
1184,0,3,8,5,50000,11,0
1185,0,3,5,2,145000,12,0
1187,1,4,34,20,55224,6,0
1188,0,1,16,10,26340,22,1
1189,0,1,7,6,141000,10,0
1190,0,1,4,3,12144,11,0
1191,0,2,4,2,23088,16,0
1192,1,4,15,13,40000,11,1
1193,1,4,14,12,168636,13,1
1194,0,3,11,7,102974,9,1
1195,0,4,10,6,70044,8,0
1196,0,4,17,4,73511,14,0
1197,0,3,17,4,29832,23,1
1198,0,4,6,4,48644,30,1
1199,0,4,20,7,44021,13,1
1200,0,1,6,4,37834,7,1
1201,0,4,8,2,48644,9,0
1202,0,3,7,6,16980,13,1
1203,0,3,10,2,8656,18,1
1205,1,3,37,23,171000,15,1
1206,0,4,7,1,840,17,1
1207,0,5,6,1,64000,4,0
1208,0,3,10,4,12000,18,1
1209,1,3,20,14,104700,15,0
1210,0,3,10,6,25944,13,0
1212,1,3,23,13,73362,21,1
1213,0,1,9,3,12756,20,1
1214,0,3,14,7,90482,8,1
1215,0,3,12,8,23076,7,0
1217,1,3,15,13,70264,16,1
1218,0,4,13,4,48456,10,1
1219,0,3,15,10,122350,10,0
1221,1,3,21,14,64859,9,0
1222,0,3,6,5,28622,7,0
1223,0,3,4,3,34956,13,1
1224,1,3,12,8,48472,10,0
1225,1,4,20,15,32424,13,0
1226,0,3,6,3,122000,2,0
1227,0,3,9,3,25131,18,0
1228,1,3,20,15,89000,9,0
1230,0,5,10,3,21408,3,0
1231,1,3,21,13,170000,21,1
1232,1,3,32,18,113100,8,1
1233,1,3,15,12,77556,9,0
1234,0,1,10,7,17304,27,1
1235,1,4,29,24,64630,27,1
1237,1,3,13,12,70264,12,1
1238,1,3,20,14,145000,15,1
1239,1,4,17,14,40000,10,1
1240,0,3,5,5,16752,15,1
1241,0,2,7,0,8724,22,1
1242,1,3,25,12,140527,10,0
1243,1,1,25,9,17033,7,0
1244,0,1,5,2,3348,15,0
1245,0,4,20,5,51888,6,0
1246,1,4,23,19,51888,13,1
1247,1,3,20,15,75631,22,1
1248,1,3,20,10,16284,6,0
1249,1,5,33,25,77556,8,0
1250,0,3,18,16,28500,26,1
1251,0,3,9,7,11724,7,0
1252,0,4,4,3,7958,9,0
1253,0,3,11,9,83951,7,0
1254,1,2,20,20,57708,3,0
1255,0,3,4,1,2424,19,1
1256,0,3,1,3,9075,3,0
1257,0,3,8,7,60000,6,0
1258,1,4,27,22,64859,12,0
1259,0,1,7,3,22620,10,1
1261,0,3,7,2,69000,8,1
1262,0,3,11,5,19176,10,1
1263,0,4,8,2,10368,9,1
1264,0,1,14,9,63778,10,1
1266,0,4,10,10,17452,9,0
1267,0,3,7,6,67561,18,1
1268,0,3,15,10,54276,11,0
1269,1,1,30,10,124089,11,0
1270,1,4,14,14,168037,18,1
1271,0,2,6,3,38448,4,0
1272,1,2,25,1,32429,10,1
1273,0,1,10,6,4188,9,0
1274,0,4,14,6,79896,20,1
1275,0,3,6,3,41363,11,0
1276,0,3,12,1,18000,3,0
1277,0,4,8,5,9852,28,1
1279,0,3,10,3,41363,17,1
1280,0,4,10,7,86478,22,1
1281,1,3,13,10,50000,10,0
1282,0,3,6,1,65000,10,0
1283,0,4,17,13,77832,19,1
1284,0,3,15,4,9600,12,0
1286,1,5,20,14,37752,17,1
1287,1,2,27,24,34591,10,0
1288,0,3,14,3,8726,19,1
1289,0,4,14,9,35856,7,0
1290,0,4,15,10,91883,5,0
1291,0,4,23,8,45564,7,0
1292,1,4,25,20,152473,27,1
1293,0,4,12,4,45401,21,1
1294,1,4,30,25,195744,2,0
1295,1,5,22,9,94359,9,0
1296,0,2,7,2,15000,12,1
1297,1,3,23,9,79413,9,0
1298,0,4,15,6,78156,14,1
1299,0,4,13,7,15084,15,1
1300,0,4,7,4,39996,21,1
1301,0,3,15,9,4800,13,1
1302,0,3,11,6,33000,19,1
1303,0,1,4,3,27144,5,0
1304,0,3,6,2,42804,11,0
1305,0,3,6,2,13010,12,1
1306,0,3,14,10,120000,6,0
1307,0,5,15,9,32424,17,1
1308,1,3,8,7,162000,15,1
1309,0,3,6,3,16754,12,0
1310,1,4,21,15,81807,2,0
1311,0,1,7,2,25944,10,0
1312,1,3,14,8,69036,7,0
1313,1,4,23,15,20760,13,0
1315,0,1,7,6,47184,19,1
1316,0,1,8,5,9216,14,1
1317,1,3,20,5,70264,21,1
1318,1,3,21,16,37992,13,1
1320,0,3,10,3,16956,20,1
1321,1,4,33,21,51704,11,0
1322,0,1,5,2,7068,8,0
1323,0,3,9,5,13128,18,1
1324,0,3,6,3,100000,6,0
1325,0,3,8,4,45401,6,0
1326,1,3,11,10,102000,17,0
1327,0,3,3,1,6300,7,0
1328,0,2,15,11,67452,19,1
1329,0,4,15,6,43239,9,1
1330,0,3,12,5,64859,11,1
1331,1,4,25,17,106731,5,0
1332,1,4,17,11,698,8,0
1333,0,4,10,6,50806,11,0
1334,1,1,22,16,74970,12,1
1335,0,4,13,1,10932,20,1
1336,0,3,10,3,8088,18,1
1337,1,5,37,10,139600,6,0
1338,0,3,10,3,68068,15,0
1340,0,3,13,10,45000,4,0
1341,1,5,39,19,160000,15,0
1342,0,4,15,6,25131,6,0
1343,0,4,14,7,43239,13,1
1344,0,3,12,3,11169,8,0
1345,0,3,12,6,25860,22,1
1346,0,4,13,4,37834,27,1
1347,0,1,10,5,108000,10,0
1348,0,3,15,4,54480,16,1
1349,0,3,8,5,14400,25,1
1350,0,3,6,3,100000,20,0
1351,0,3,10,5,54049,14,1
1352,0,3,16,8,54624,11,1
1353,0,1,7,5,129700,11,0
1354,0,3,10,2,100000,2,0
1355,0,3,8,6,47868,9,1
1356,0,3,7,3,9773,9,1
1357,0,5,12,3,54289,7,0
1358,0,3,10,7,78000,22,1
1359,1,4,18,17,180963,13,0
1360,0,3,11,4,9660,27,1
1361,0,3,17,11,93960,14,0
1363,0,3,4,1,5616,6,0
1365,1,4,10,6,54000,17,1
1366,0,1,5,2,59454,10,0
1367,1,3,25,14,95000,20,1
1368,0,4,18,7,180000,16,1
1369,1,3,20,15,36576,25,1
1370,0,4,10,5,9600,23,1
1371,0,2,20,16,59454,10,0
1373,0,3,12,6,26527,4,0
1374,0,4,10,6,43239,16,0
1375,1,4,18,15,83236,26,1
1376,0,3,7,7,190000,14,0
1377,0,4,14,11,22056,9,0
1378,0,3,10,4,40212,7,0
1379,0,3,7,5,36228,16,1
1380,1,3,15,10,21240,14,1
1382,0,4,13,5,15564,2,0
1383,0,1,6,6,125000,14,0
1384,0,4,15,8,34904,5,0
1385,1,5,15,10,125000,5,0
1386,0,4,14,8,27240,13,1
1387,1,3,25,22,75669,7,0
1388,0,3,7,4,25392,8,0
1389,0,4,13,6,150000,18,0
1390,1,5,28,23,91883,8,0
1391,0,3,5,3,114000,12,1
1392,0,3,11,0,41885,24,1
1393,0,3,9,5,63778,26,1
1394,1,3,13,9,90000,7,0
1395,0,4,17,9,49725,19,0
1396,0,4,11,6,43239,11,0
1397,0,3,6,6,24000,12,0
1398,0,3,5,4,105000,25,1
1400,0,4,12,5,37834,12,1
1401,1,3,10,7,160000,14,0
1402,0,4,14,11,41880,17,1
1403,1,4,20,16,63204,15,0
1404,1,3,26,19,51888,10,1
1405,0,2,18,10,120000,12,0
1406,0,3,10,3,36753,6,0
1407,0,1,4,4,40000,17,1
1408,0,1,6,0,2124,18,0
1410,1,3,35,22,40085,11,1
1411,0,4,12,0,2508,28,1
1412,0,4,18,5,66556,11,1
1413,0,4,14,10,41508,6,0
1415,0,3,5,4,84000,18,1
1416,0,3,8,0,18804,14,1
1417,0,3,12,7,36000,29,1
1419,0,3,15,6,79843,18,1
1420,0,4,9,4,42576,3,0
1421,1,1,20,10,54480,21,1
1422,0,4,8,2,50806,20,1
1423,0,1,18,12,115000,18,1
1424,0,3,4,5,7051,19,1
1426,1,3,36,20,98321,20,1
1427,1,4,22,11,103408,28,1
1428,1,3,15,12,60000,28,1
1429,1,3,25,14,86838,26,1
1430,0,3,10,7,41077,3,0
1431,0,3,15,10,140000,7,0
1432,0,4,6,4,18804,15,0
1433,1,3,23,16,55582,6,0
1435,0,4,10,4,48644,10,1
1436,0,4,9,4,38916,8,0
1438,0,3,8,3,90000,23,1
1439,0,4,16,11,54049,28,1
1440,0,3,7,2,30250,13,0
1441,0,4,14,6,27144,18,1
1442,1,3,32,22,86478,23,1
1443,0,3,10,6,86000,14,0
1444,1,3,20,16,27492,17,1
1445,0,2,9,5,22056,22,1
1446,0,4,8,2,4932,4,0
1447,0,4,14,6,25944,8,0
1448,0,2,7,3,25944,10,1
1449,1,2,6,4,50000,2,0
1450,0,3,16,10,129720,18,1
1451,0,5,20,5,32000,7,0
1452,0,3,6,5,33732,4,0
1454,0,1,23,11,65147,8,0
1455,1,4,22,20,86478,11,1
1456,0,3,9,7,13962,10,0
1457,0,4,10,7,75000,8,0
1458,1,4,21,14,111178,9,0
1460,1,5,13,2,37834,9,0
1461,0,4,11,7,20484,19,0
1462,1,3,20,15,39093,8,0
1463,0,4,15,12,33972,15,1
1464,0,3,10,2,20760,3,0
1465,0,1,12,12,41520,6,0
1466,0,3,2,1,42500,6,0
1467,0,4,15,8,31704,10,1
1468,1,3,23,19,160000,10,0
1469,0,4,18,13,75669,7,0
1471,0,1,25,12,67920,25,1
1472,0,3,14,14,29511,17,1
1473,0,2,12,4,104855,12,0
1474,0,4,18,10,111814,5,0
1475,0,3,24,17,48644,7,1
1476,0,1,8,6,32315,14,0
1477,0,3,17,15,135000,10,1
1478,0,1,8,4,37752,6,0
1479,0,3,15,12,35028,12,0
1480,0,4,4,2,43239,6,0
1481,1,4,20,15,45401,16,1
1482,0,2,11,4,7200,11,0
1483,0,4,13,10,58373,19,1
1484,0,3,10,2,7679,11,0
1485,0,1,2,1,1968,14,0
1486,1,3,28,20,72000,16,1
1487,0,1,16,13,106000,12,0
1488,0,4,15,6,76237,22,1
1489,0,3,11,6,85150,19,0
1491,0,3,13,6,175000,8,0
1492,0,4,13,8,81074,17,0
1493,0,4,17,9,57156,17,1
1494,0,4,6,1,56211,3,0
1495,0,4,10,3,50806,12,0
1496,0,2,6,0,32315,13,1
1498,0,1,3,2,24559,4,0
1499,0,1,3,0,31128,11,0
1500,0,1,2,0,1680,9,0
1501,1,3,28,17,111000,7,0
1502,0,5,15,7,12216,2,0
1503,0,4,20,13,72936,14,0
1504,0,2,2,1,3600,14,0
1505,1,3,22,22,68752,12,0
1506,0,4,15,10,98000,11,1
1507,0,3,8,2,27096,10,0
1508,1,1,36,10,137500,8,0
1509,1,1,20,15,156742,20,1
1510,0,4,20,15,18156,18,1
1511,0,3,14,10,97288,19,1
1512,0,1,15,11,64630,12,0
1513,0,4,18,9,29184,10,1
1514,1,4,29,20,32988,20,1
1515,0,4,5,4,86000,7,1
1516,0,5,10,5,115000,6,0
1517,0,1,15,8,60000,9,0
1518,0,3,6,0,2016,18,1
1519,0,3,8,4,58350,18,0
1520,0,3,7,4,75000,10,1
1521,0,4,3,3,25824,2,0
1522,0,4,4,3,30372,5,0
1523,0,4,8,3,34591,7,0
1525,0,4,13,11,82155,24,1
1526,0,3,10,7,32429,7,1
1527,0,3,5,3,5028,13,1
1528,0,3,6,5,15804,25,1
1529,1,4,37,16,108098,4,0
1530,1,5,10,5,51704,8,0
1531,1,3,20,17,109781,3,0
1532,1,3,20,10,83194,3,0
1533,0,3,7,4,59454,21,1
1534,0,3,8,2,46482,11,0
1535,1,1,15,15,80000,12,1
1536,1,4,20,18,116000,9,0
1537,0,3,8,6,60505,9,1
1538,1,3,30,20,94550,9,0
1539,1,1,30,16,100000,16,1
1540,0,2,5,2,5220,14,1
1541,1,4,17,14,66168,10,0
1542,0,4,7,4,54049,7,0
1543,1,4,19,2,51704,3,0
1544,0,3,12,6,106000,11,1
1545,1,4,15,10,38915,9,1
1546,1,2,25,12,72000,18,1
1547,1,4,23,15,59930,12,1
1548,0,1,5,1,12972,15,1
1549,0,3,10,1,50000,10,0
1550,1,4,22,15,185000,17,1
1551,0,3,11,6,36000,5,0
1552,0,3,10,6,115000,17,1
1553,0,4,9,4,43239,8,0
1554,0,3,19,13,85000,15,1
1555,0,3,2,0,2000,10,0
1556,0,3,6,4,93000,15,0
1557,1,1,30,25,120000,8,0
1558,0,2,20,10,129718,13,0
1559,1,4,19,9,75669,3,0
1560,0,4,8,2,31128,8,0
1561,0,3,8,6,60000,11,0
1562,1,3,15,10,80928,10,0
1563,0,3,9,8,144000,21,1
1564,0,4,9,5,18480,27,1
1565,1,4,33,22,68748,10,0
1566,0,4,20,10,39900,11,0
1567,0,3,10,5,98000,16,1
1568,0,3,4,4,27923,8,0
1569,1,4,14,12,30716,12,1
1570,0,1,11,6,170622,7,0
1571,0,4,10,0,3372,17,1
1572,0,3,15,11,148000,15,0
1573,0,4,10,5,140000,21,1
1574,1,4,25,21,54480,1,0
1575,0,4,15,10,36444,7,0
1576,0,4,17,8,36753,15,1
1577,1,3,18,14,122796,21,1
1578,1,4,18,18,58296,20,1
1579,0,3,16,11,165000,17,0
1580,0,1,25,7,55224,15,1
1581,0,5,12,2,32424,7,1
1582,0,3,7,2,100000,10,1
1583,1,4,34,23,119946,8,0
1584,0,3,9,6,44622,7,0
1585,0,4,15,9,80936,19,0
1586,0,3,8,4,5700,19,1
1587,0,1,8,5,32429,21,1
1589,0,3,3,0,3348,19,0
1590,0,3,8,5,64440,13,1
1591,0,3,4,2,9600,5,0
1592,0,3,5,5,32424,12,1
1594,0,4,18,10,145400,21,1
1595,1,4,10,5,47184,15,1
1596,0,3,9,2,38778,3,0
1597,1,5,20,10,37752,5,0
1598,0,3,6,5,86976,14,1
1599,1,4,23,21,46728,12,1
1600,0,3,15,7,60505,9,0
1601,0,1,16,5,24000,19,1
1602,1,4,21,17,35736,10,0
1603,1,1,35,3,148000,16,0
1604,0,3,8,6,45564,16,1
1605,1,1,11,11,160000,14,1
1607,0,4,6,4,54049,3,0
1608,0,1,7,2,7752,11,0
1609,1,4,5,2,9864,8,0
1610,0,3,8,5,36193,6,0
1611,1,3,20,14,140500,7,0
1612,0,3,10,1,10884,26,1
1613,0,4,21,2,91711,24,1
1614,1,3,19,14,185000,14,1
1615,0,3,8,2,3684,24,1
1616,0,1,4,3,130000,11,0
1617,0,4,7,3,117000,7,0
1618,0,4,10,4,11364,6,0
1619,0,1,6,2,10236,12,1
1620,0,3,6,2,5028,2,0
1622,0,3,12,4,28590,25,1
1623,0,3,12,8,105000,15,1
1624,1,1,19,16,42432,24,1
1625,0,3,7,2,4800,13,1
1626,0,3,12,5,86976,8,0
1627,1,4,32,9,40212,5,1
1628,0,3,10,8,72000,16,1
1629,0,3,10,5,22776,16,0
1630,1,4,20,14,75669,18,1
1631,1,3,29,25,177885,9,1
1632,1,4,5,5,40000,2,0
1633,0,4,10,7,64859,13,0
1634,0,4,3,1,2964,18,1
1635,0,3,12,3,4188,21,1
1636,0,4,3,1,13668,6,0
1637,0,1,15,0,33732,13,0
1639,0,3,10,5,36193,14,0
1640,0,3,6,2,80000,12,0
1641,0,3,3,0,4608,13,0
1642,0,3,11,3,170000,13,0
1643,0,1,5,3,28500,12,1
1644,1,3,10,10,170000,18,1
1645,0,3,18,11,151263,13,0
1646,0,4,7,1,7956,10,1
1647,1,3,25,18,109871,13,1
1648,1,4,34,24,64630,9,0
1650,0,3,11,7,75000,15,1
1651,1,4,22,14,119000,4,0
1652,0,1,8,6,80000,21,1
1653,0,1,8,2,15192,21,0
1654,0,4,5,2,59454,7,0
1655,1,4,6,3,77556,10,0
1656,0,3,8,4,82000,12,0
1657,1,4,26,20,121600,18,1
1658,0,1,5,4,35676,17,1
1659,0,1,5,2,24000,17,0
1660,1,4,23,19,195000,18,1
1661,0,2,3,2,100000,8,0
1662,0,4,7,3,41508,3,0
1663,0,3,16,10,16488,21,1
1665,0,4,10,5,32424,5,0
1667,0,4,15,10,57732,21,1
1668,1,3,25,12,70264,19,1
1669,1,4,19,16,150000,12,1
1670,0,3,15,8,92916,18,1
1671,0,4,10,5,41064,22,1
1672,1,3,19,11,20943,7,0
1673,0,4,11,5,35672,15,0
1674,0,1,3,2,35508,13,1
1675,0,1,5,1,5000,12,1
1677,0,4,6,5,38916,1,0
1678,0,3,4,0,4236,3,0
1679,1,1,10,4,104000,12,1
1680,1,4,18,10,130000,6,0
1681,0,3,11,8,14124,15,0
1682,1,3,10,5,22692,17,1
1683,1,4,20,12,60324,9,0
1684,0,4,13,5,68068,21,1
1685,0,4,13,0,109000,14,1
1686,0,1,15,1,16860,5,0
1687,0,2,7,3,19392,26,1
1688,1,3,25,17,160000,15,1
1689,1,1,20,15,73644,27,1
1690,0,3,4,4,13962,12,0
1691,1,1,32,15,150000,4,0
1692,0,4,8,3,44952,2,0
1693,0,4,14,3,54480,14,1
1694,0,3,13,10,55847,10,1
1695,1,1,20,15,84000,23,0
1696,0,5,18,4,80928,11,1
1697,1,4,26,15,65556,14,1
1698,0,4,8,2,26364,5,0
1699,0,3,7,3,51429,12,1
1700,0,4,14,10,48000,8,1
1701,1,5,15,11,55130,28,1
1702,0,3,12,7,75000,7,0
1703,0,4,7,3,12901,9,0
1704,0,4,10,7,18156,10,0
1706,0,1,8,5,18150,9,0
1707,0,1,6,5,28538,14,1
1708,0,4,8,3,42009,15,0
1710,0,4,14,9,51887,9,1
1711,1,3,22,20,105000,9,0
1712,0,4,6,5,48644,10,0
1713,0,3,4,2,6600,19,1
1714,0,3,0,0,1644,16,1
1715,1,4,12,6,90482,11,0
1716,0,3,5,3,6696,11,1
1717,0,3,9,6,105000,18,0
1718,0,3,1,0,1512,9,0
1719,0,1,15,10,105000,14,0
1720,1,3,32,16,44784,6,1
1721,0,3,10,0,5976,10,0
1722,0,2,7,2,38844,20,1
1723,0,3,7,3,25644,10,0
1724,0,3,14,12,81074,7,0
1725,0,3,6,2,9624,20,1
